Scenario,Dataset,Rep,Count,Observed,Expected,RootogramDiff
D1,Dataset 1,2,19,62.0,62.879443653847034,-0.05564808661138798
D1,Dataset 1,2,20,59.0,57.76913272434463,0.08054493448914002
D1,Dataset 1,2,21,57.0,53.129792178178036,0.26081583341644876
D1,Dataset 1,2,22,41.0,48.910547904980476,-0.5904834084807025
D1,Dataset 1,2,23,39.0,45.067232164433705,-0.468215253423244
D1,Dataset 1,2,24,41.0,41.561230502451224,-0.043675782922306006
D1,Dataset 1,2,25,43.0,38.35861925018465,0.3640049652667008
D1,Dataset 1,2,26,32.0,35.429477881268255,-0.29541236762653433
D1,Dataset 1,2,27,28.0,32.74732548112365,-0.4310252704305091
D1,Dataset 1,2,28,33.0,30.28865257692547,0.24104989767249396
D1,Dataset 1,2,29,24.0,28.03252877186941,-0.39559592440462765
D1,Dataset 1,2,30,27.0,25.96027163907675,0.1010300847174106
D1,Dataset 1,2,31,24.0,24.05516563741309,-0.0056270875863866365
D1,Dataset 1,2,32,17.0,22.30222220632563,-0.5994172389459012
D1,Dataset 1,2,33,21.0,20.68797400129339,0.034172238654564424
D1,Dataset 1,2,34,29.0,19.20029761690898,1.0033503864967495
D1,Dataset 1,2,35,17.0,17.828260221257374,-0.09924682547608654
D1,Dataset 1,2,36,21.0,16.56198636984804,0.5129336505190025
D1,Dataset 1,2,37,16.0,15.392541935618455,0.0766669863981142
D1,Dataset 1,2,38,22.0,14.311832624368408,0.9073174760924334
D1,Dataset 1,2,39,14.0,13.31251497300611,0.09302545507596438
D1,Dataset 1,2,40,9.0,12.38791807409817,-0.5196474360506862
D1,Dataset 1,2,41,13.0,11.531974551975704,0.20967516583105628
D1,Dataset 1,2,42,12.0,10.73915954630071,0.1870359236538759
D1,Dataset 1,2,43,5.0,10.0044366489893,-0.9269111006778226
D1,Dataset 1,2,44,9.0,9.323209897613115,-0.053393177698069394
D1,Dataset 1,2,45,6.0,8.691281059256191,-0.49860812860036763
D1,Dataset 1,2,46,10.0,8.104811548153693,0.3153825886643924
D1,Dataset 1,2,47,7.0,7.560288412255147,-0.10384655267024057
D1,Dataset 1,2,48,4.0,7.054493901285568,-0.6560297252262761
D1,Dataset 1,2,49,4.0,6.5844781943749275,-0.5660238101730326
D1,Dataset 1,2,50,6.0,6.147534921026115,-0.029932553040209253
D1,Dataset 1,2,51,7.0,5.741179156627586,0.24967552832574214
D1,Dataset 1,2,52,5.0,5.363127614330038,-0.07977476636906733
D1,Dataset 1,2,53,1.0,5.011280789940083,-1.2385890176493057
D1,Dataset 1,2,54,2.0,4.683706846470102,-0.7499737785172684
D1,Dataset 1,2,55,4.0,4.3786270508600005,-0.09251691769983061
D1,Dataset 1,2,56,5.0,4.0944025977863285,0.2126049563930712
D1,Dataset 1,2,57,2.0,3.829522674909321,-0.542703062041272
D1,Dataset 1,2,58,3.0,3.582593640802143,-0.16072325205951454
D1,Dataset 1,2,59,4.0,3.352329201555442,0.16906329941326437
D1,Dataset 1,2,60,4.0,3.137541484907073,0.22868933134046965
D1,Dataset 1,2,>60,52.0,47.761582380419206,0.3001270495664512
D1,Dataset 1,1,0,7609.0,7620.732205975015,-0.06722310678017607
D1,Dataset 1,1,1,1741.0,1697.4536012456992,0.5251270267193888
D1,Dataset 1,1,2,2118.0,2145.0313127413847,-0.2927487576695853
D1,Dataset 1,1,3,2047.0,2088.6245938899747,-0.4576884536740877
D1,Dataset 1,1,4,1696.0,1677.8771889212169,0.22062132915645094
D1,Dataset 1,1,5,1200.0,1179.8692126641356,0.2917918127678689
D1,Dataset 1,1,6,760.0,764.1547687270076,-0.07525194423133286
D1,Dataset 1,1,7,474.0,480.030148413286,-0.13804927257717026
D1,Dataset 1,1,8,325.0,309.36180767352505,0.43907229710731954
D1,Dataset 1,1,9,215.0,214.86780913584732,0.004508364142679966
D1,Dataset 1,1,10,153.0,164.16320063962985,-0.4433019280451749
D1,Dataset 1,1,11,126.0,136.02728553280218,-0.4381014282654565
D1,Dataset 1,1,12,129.0,118.71793159190366,0.4620408315755409
D1,Dataset 1,1,13,102.0,106.48439266241402,-0.21962257623013315
D1,Dataset 1,1,14,92.0,96.75489582780236,-0.2447436055927561
D1,Dataset 1,1,15,97.0,88.44255591338833,0.44446755503431135
D1,Dataset 1,1,16,96.0,81.08880155507589,0.7930269028117127
D1,Dataset 1,1,17,68.0,74.48245618713837,-0.3841106539509713
D1,Dataset 1,1,18,72.0,68.50665270342377,0.20840680086102203
D1,Dataset 1,1,19,55.0,63.08193598662131,-0.5262152509704494
D1,Dataset 1,1,20,59.0,58.14609051803127,0.05578736166594567
D1,Dataset 1,1,21,42.0,53.646916349616674,-0.8436648303443999
D1,Dataset 1,1,22,61.0,49.53933287917828,0.7718313252274136
D1,Dataset 1,1,23,46.0,45.78392124904737,0.015948287636359026
D1,Dataset 1,1,24,40.0,42.34598888432165,-0.18282425091322718
D1,Dataset 1,1,25,51.0,39.19486890875902,0.8808478716967825
D1,Dataset 1,1,26,36.0,36.30335734942764,-0.02522674672311709
D1,Dataset 1,1,27,33.0,33.64724779143709,-0.056062129418186224
D1,Dataset 1,1,28,20.0,31.20494136195036,-1.114002367844777
D1,Dataset 1,1,29,35.0,28.957117115562458,0.5348980248273261
D1,Dataset 1,1,30,24.0,26.886451672637225,-0.286235232517865
D1,Dataset 1,1,31,21.0,24.977379429671327,-0.41516173608946527
D1,Dataset 1,1,32,29.0,23.21588645223171,0.566878135273674
D1,Dataset 1,1,33,18.0,21.5893325198369,-0.40379154846070886
D1,Dataset 1,1,34,16.0,20.086296843501184,-0.48177385010680585
D1,Dataset 1,1,35,20.0,18.69644380001111,0.14819749567674734
D1,Dataset 1,1,36,17.0,17.410405678076785,-0.04947219607443909
D1,Dataset 1,1,37,18.0,16.219679950556973,0.21527430813698878
D1,Dataset 1,1,38,18.0,15.11653900404508,0.35464132960325223
D1,Dataset 1,1,39,21.0,14.093950594667184,0.8283846243432658
D1,Dataset 1,1,40,8.0,13.145507573919293,-0.7972462711789436
D1,Dataset 1,1,41,18.0,12.265365653850631,0.7404462816285458
D1,Dataset 1,1,42,14.0,11.448188166770928,0.3581402571038508
D1,Dataset 1,1,43,15.0,10.68909692883557,0.6035649072743445
D1,Dataset 1,1,44,6.0,9.983628445281088,-0.7101982869566394
D1,Dataset 1,1,45,8.0,9.327694802659014,-0.22570037793915354
D1,Dataset 1,1,46,4.0,8.717548683890884,-0.9525495226821996
D1,Dataset 1,1,47,6.0,8.149752018354736,-0.40528730951963476
D1,Dataset 1,1,48,10.0,7.621147844057006,0.4016350096145258
D1,Dataset 1,1,49,4.0,7.128835014051337,-0.6699878303189579
D1,Dataset 1,1,50,9.0,6.670145426420599,0.4173375314570045
D1,Dataset 1,1,51,4.0,6.242623497484056,-0.4985242639374259
D1,Dataset 1,1,52,5.0,5.8440076326069335,-0.1813702600994529
D1,Dataset 1,1,53,5.0,5.472213478922924,-0.10320829496631712
D1,Dataset 1,1,54,5.0,5.125318770139906,-0.02784871048585824
D1,Dataset 1,1,55,5.0,4.801549596034335,0.044824130723640554
D1,Dataset 1,1,56,2.0,4.49926794873511,-0.7069342280307487
D1,Dataset 1,1,57,7.0,4.216960414871716,0.5922274093600803
D1,Dataset 1,1,58,5.0,3.953227897493552,0.24779538615484253
D1,Dataset 1,1,59,4.0,3.7067762646372175,0.07470099344615622
D1,Dataset 1,1,60,3.0,3.476407832794234,-0.13246195258972082
D1,Dataset 1,1,>60,53.0,54.699829768330524,-0.11582343710436227
D1,Dataset 1,0,0,7697.0,7697.104249132627,-0.0005941283016994703
D1,Dataset 1,0,1,1707.0,1724.06590780141,-0.206016123012418
D1,Dataset 1,0,2,2204.0,2150.5270021181486,0.5730034379511224
D1,Dataset 1,0,3,2064.0,2077.8279790103247,-0.1519316625181375
D1,Dataset 1,0,4,1606.0,1661.9016069031231,-0.6914976293411144
D1,Dataset 1,0,5,1192.0,1166.6954933199256,0.36842847367679354
D1,Dataset 1,0,6,758.0,755.7768337061693,0.040404165490720345
D1,Dataset 1,0,7,486.0,475.10440817812406,0.2485178110752031
D1,Dataset 1,0,8,302.0,306.0564373840688,-0.11632156843188213
D1,Dataset 1,0,9,204.0,212.02776228356876,-0.2783162509976158
D1,Dataset 1,0,10,168.0,161.3236169999804,0.26015796183539663
D1,Dataset 1,0,11,124.0,133.1020911232352,-0.401459231481768
D1,Dataset 1,0,12,123.0,115.75547237524088,0.33156479089492485
D1,Dataset 1,0,13,106.0,103.55178530710214,0.11959037558208507
D1,Dataset 1,0,14,97.0,93.90289877657563,0.15850699408147229
D1,Dataset 1,0,15,87.0,85.70295365249935,0.06979007687587568
D1,Dataset 1,0,16,70.0,78.47974400195746,-0.4922791221414702
D1,Dataset 1,0,17,80.0,72.01344629239254,0.45819824237214846
D1,Dataset 1,0,18,62.0,66.18175671769441,-0.2612091924034683
D1,Dataset 1,0,19,66.0,60.90166569695531,0.32008647648088573
D1,Dataset 1,0,20,61.0,56.1085334829238,0.31968671422454875
D1,Dataset 1,0,21,45.0,51.74846896416588,-0.4854369373360079
D1,Dataset 1,0,22,38.0,47.77521387737198,-0.7475476489336144
D1,Dataset 1,0,23,57.0,44.14855000400118,0.9053969117476957
D1,Dataset 1,0,24,43.0,40.83327104859352,0.16734689361363309
D1,Dataset 1,0,25,52.0,37.79841390234463,1.0630610821068194
D1,Dataset 1,0,26,37.0,35.01664386407282,0.16527625113602618
D1,Dataset 1,0,27,25.0,32.46374898655516,-0.6976968142009063
D1,Dataset 1,0,28,23.0,30.11821858444753,-0.692175271913352
D1,Dataset 1,0,29,28.0,27.96088897222954,0.0036969361920045074
D1,Dataset 1,0,30,24.0,25.974643791361256,-0.19755304070690016
D1,Dataset 1,0,31,18.0,24.144159105004395,-0.6710299474475452
D1,Dataset 1,0,32,18.0,22.45568548734809,-0.49610234108430085
D1,Dataset 1,0,33,14.0,20.89686088699811,-0.8296510568774065
D1,Dataset 1,0,34,11.0,19.45654924313785,-1.0943330696947111
D1,Dataset 1,0,35,14.0,18.12470077061527,-0.5156540618536156
D1,Dataset 1,0,36,21.0,16.892230569858604,0.4725598105755129
D1,Dataset 1,0,37,21.0,15.750912805926664,0.613833727288168
D1,Dataset 1,0,38,24.0,14.69328817267029,1.0657969732575183
D1,Dataset 1,0,39,18.0,13.71258273865115,0.5395902231570191
D1,Dataset 1,0,40,10.0,12.802636580697428,-0.41579955821266434
D1,Dataset 1,0,41,15.0,11.957840863741495,0.4149722323239615
D1,Dataset 1,0,42,15.0,11.173082233285264,0.530367269945403
D1,Dataset 1,0,43,6.0,10.44369355851863,-0.7821806547850256
D1,Dataset 1,0,44,7.0,9.765410206615392,-0.4792143218048963
D1,Dataset 1,0,45,11.0,9.134331147648204,0.29431918905559007
D1,Dataset 1,0,46,10.0,8.546884289184725,0.2387721805797529
D1,Dataset 1,0,47,5.0,7.999795523424883,-0.5923230003222089
D1,Dataset 1,0,48,2.0,7.490061040549575,-1.3225840261506845
D1,Dataset 1,0,49,8.0,7.014922521916072,0.17985722347568167
D1,Dataset 1,0,50,8.0,6.571844877798602,0.2648661487211217
D1,Dataset 1,0,51,4.0,6.158496237891482,-0.4816317691977354
D1,Dataset 1,0,52,8.0,5.7727299400757515,0.42577651758838897
D1,Dataset 1,0,53,4.0,5.412568294940153,-0.32649270253318274
D1,Dataset 1,0,54,9.0,5.076187931094463,0.7469602908305273
D1,Dataset 1,0,55,3.0,4.761906550075092,-0.4501285045123029
D1,Dataset 1,0,56,7.0,4.4681709402181315,0.5319464619316032
D1,Dataset 1,0,57,4.0,4.193546116710913,-0.047814961540937784
D1,Dataset 1,0,58,4.0,3.936705470543563,0.015886729406921374
D1,Dataset 1,0,59,2.0,3.6964218225945507,-0.5083945158879295
D1,Dataset 1,0,60,5.0,3.471559290876705,0.3728558878876853
D1,Dataset 1,0,>60,58.0,56.07452852219786,0.12748034167540823
D4,Dataset 4,2,0,9336.0,9338.946267930536,-0.015245004666766704
D4,Dataset 4,2,1,1236.0,1229.8025125350462,0.08825145142941437
D4,Dataset 4,2,2,1127.0,1135.9668206525603,-0.13328621791018946
D4,Dataset 4,2,3,1089.0,1085.4007337759585,0.05457947186045686
D4,Dataset 4,2,4,1076.0,1061.8186317123366,0.2168802962995997
D4,Dataset 4,2,5,1031.0,1030.0629578717922,0.014594811862593815
D4,Dataset 4,2,6,965.0,964.1052721174354,0.014404494477993524
D4,Dataset 4,2,7,846.0,858.99388226253,-0.22251826756748372
D4,Dataset 4,2,8,705.0,727.1840209418425,-0.41451369428058626
D4,Dataset 4,2,9,600.0,587.8948852175837,0.2483536490252085
D4,Dataset 4,2,10,454.0,457.94268101235605,-0.09231959426766778
D4,Dataset 4,2,11,368.0,347.47419141226624,0.5426664640353316
D4,Dataset 4,2,12,249.0,259.8983892291866,-0.3416305343869759
D4,Dataset 4,2,13,202.0,193.89818801014337,0.2879374434501685
D4,Dataset 4,2,14,148.0,145.7747218811033,0.09180476065975007
D4,Dataset 4,2,15,111.0,111.23881894852026,-0.011327756020795832
D4,Dataset 4,2,16,76.0,86.44033984840831,-0.5795318289397162
D4,Dataset 4,2,17,73.0,68.37321776983184,0.27519380858347553
D4,Dataset 4,2,18,50.0,54.894489306400274,-0.3380137308360407
D4,Dataset 4,2,19,35.0,44.566185420422435,-0.7597112127616557
D4,Dataset 4,2,20,43.0,36.45608507954365,0.5195510560277157
D4,Dataset 4,2,21,29.0,29.964705169601096,-0.08883785724200344
D4,Dataset 4,2,22,25.0,24.699418820599238,0.030149014246076966
D4,Dataset 4,2,23,26.0,20.392598493464423,0.5832030322170825
D4,Dataset 4,2,24,19.0,16.852339062699976,0.2537388903028015
D4,Dataset 4,2,25,14.0,13.934202911182386,0.008802860920785971
D4,Dataset 4,2,26,18.0,11.525307899434237,0.8477463000382612
D4,Dataset 4,2,27,8.0,9.535202334232764,-0.2594851690589244
D4,Dataset 4,2,28,6.0,7.8903342759376045,-0.3594841403167708
D4,Dataset 4,2,29,4.0,6.530418408026671,-0.5554683343815223
D4,Dataset 4,2,30,8.0,5.405845260492108,0.5033797573809342
D4,Dataset 4,2,31,5.0,4.475711737170988,0.12048017805232014
D4,Dataset 4,2,32,5.0,3.7062620471119745,0.31090251782834266
D4,Dataset 4,2,33,1.0,3.069625934245498,-0.7520347982404625
D4,Dataset 4,2,34,4.0,2.542786372707191,0.40538833169100674
D4,Dataset 4,2,35,0.0,2.106730822035829,-1.4514581709563072
D4,Dataset 4,2,36,1.0,1.745751925884181,-0.3212690588537146
D4,Dataset 4,2,37,0.0,1.4468708378300146,-1.2028594422583274
D4,Dataset 4,2,38,3.0,1.199361497044399,0.6368971667292007
D4,Dataset 4,2,39,1.0,0.9943581125200578,0.002824933865643753
D4,Dataset 4,2,40,0.0,0.8245312633839486,-0.9080370385529153
D4,Dataset 4,2,41,0.0,0.6838205909765638,-0.826934453857477
D4,Dataset 4,2,42,1.0,0.5672141688906414,0.2468637779985341
D4,Dataset 4,2,43,1.0,0.4705663761835942,0.3140215920427275
D4,Dataset 4,2,44,0.0,0.3904475329492365,-0.6248580102305135
D4,Dataset 4,2,45,0.0,0.3240197399620664,-0.5692273183553881
D4,Dataset 4,2,46,0.0,0.26893433917174314,-0.5185887958409274
D4,Dataset 4,2,47,0.0,0.22324721571731976,-0.47249043981579114
D4,Dataset 4,2,48,0.0,0.1853488248356232,-0.4305215730200093
D4,Dataset 4,2,49,0.0,0.1539063733161425,-0.3923090278290094
D4,Dataset 4,2,50,0.0,0.1278160354591774,-0.3575136856949359
D4,Dataset 4,2,51,0.0,0.10616345468932509,-0.32582733876905584
D4,Dataset 4,2,52,0.0,0.08819108797906178,-0.2969698435516
D4,Dataset 4,2,53,0.0,0.07327120251678156,-0.2706865392234744
D4,Dataset 4,2,54,0.0,0.06088354206289243,-0.24674590586855222
D4,Dataset 4,2,55,0.0,0.05059685196632678,-0.2249374401168618
D4,Dataset 4,2,56,0.0,0.04205359327939513,-0.2050697278473718
D4,Dataset 4,2,57,0.0,0.034957293097780645,-0.18696869550216327
D4,Dataset 4,2,58,1.0,0.029062074519926033,0.8295239767007512
D4,Dataset 4,2,>58,0.0,0.1438435810168388,-0.37926716311439196
D4,Dataset 4,1,0,9370.0,9376.543995449683,-0.03379616250909123
D4,Dataset 4,1,1,1258.0,1227.6273100810333,0.4307828038862098
D4,Dataset 4,1,2,1076.0,1108.9916628700064,-0.4990875008211404
D4,Dataset 4,1,3,1109.0,1062.645234312679,0.7034118681447694
D4,Dataset 4,1,4,991.0,1050.6131097703312,-0.933010123165456
D4,Dataset 4,1,5,999.0,1028.1563765156443,-0.4579163572326195
D4,Dataset 4,1,6,1031.0,967.2907720105686,1.0078901577359147
D4,Dataset 4,1,7,880.0,864.3538529762923,0.2648984897880382
D4,Dataset 4,1,8,716.0,733.1738012136601,-0.3190059777491072
D4,Dataset 4,1,9,592.0,593.5233363245543,-0.031284256377642095
D4,Dataset 4,1,10,470.0,462.37669573535743,0.17653717809274028
D4,Dataset 4,1,11,343.0,350.13673670858395,-0.19168184181638637
D4,Dataset 4,1,12,226.0,260.647064259638,-1.1112712609179614
D4,Dataset 4,1,13,202.0,193.02366744315356,0.31937463029659696
D4,Dataset 4,1,14,158.0,143.8289165210569,0.5769356868246405
D4,Dataset 4,1,15,112.0,108.82079819142551,0.1512844757837044
D4,Dataset 4,1,16,86.0,84.0420198528852,0.1061750212829935
D4,Dataset 4,1,17,57.0,66.31538167448271,-0.5935912366736265
D4,Dataset 4,1,18,46.0,53.33320450211644,-0.5206286298011698
D4,Dataset 4,1,19,55.0,43.53424738712576,0.8181497310522703
D4,Dataset 4,1,20,32.0,35.91096009087535,-0.33572116437396016
D4,Dataset 4,1,21,29.0,29.827795116306703,-0.0763180607601397
D4,Dataset 4,1,22,25.0,24.882289848670823,0.011784903528034185
D4,Dataset 4,1,23,30.0,20.81168603728474,0.9152428879643084
D4,Dataset 4,1,24,16.0,17.43557918254114,-0.17559327312193318
D4,Dataset 4,1,25,18.0,14.622857099952192,0.4186562337052555
D4,Dataset 4,1,26,10.0,12.273333478860518,-0.34105410814311155
D4,Dataset 4,1,27,14.0,10.307602672441702,0.531111845523716
D4,Dataset 4,1,28,12.0,8.661254071882393,0.521100753452119
D4,Dataset 4,1,29,7.0,7.281339447400727,-0.052644406283168355
D4,Dataset 4,1,30,5.0,6.124016839834734,-0.23860712033320342
D4,Dataset 4,1,31,4.0,5.1528433672560165,-0.26998752579304197
D4,Dataset 4,1,32,4.0,4.337460978775864,-0.08265719185272147
D4,Dataset 4,1,33,0.0,3.6525468020212086,-1.9111637297785893
D4,Dataset 4,1,34,0.0,3.076958086269511,-1.754126017784786
D4,Dataset 4,1,35,1.0,2.5930287193185197,-0.6102883963186594
D4,Dataset 4,1,36,3.0,2.1859875918775247,0.25354223746266213
D4,Dataset 4,1,37,0.0,1.8434764606032716,-1.3577468322935877
D4,Dataset 4,1,38,5.0,1.5551496710202461,0.9890115749981843
D4,Dataset 4,1,39,1.0,1.3123414772967323,-0.14557473667008392
D4,Dataset 4,1,40,0.0,1.1077892944357748,-1.0525156979521848
D4,Dataset 4,1,41,0.0,0.9354032930844338,-0.967162495697819
D4,Dataset 4,1,42,0.0,0.7900744315035334,-0.8888613117374011
D4,Dataset 4,1,43,1.0,0.667514397051527,0.1829844572766519
D4,Dataset 4,1,44,1.0,0.5641220606598127,0.24891940468428242
D4,Dataset 4,1,45,1.0,0.47687197826801175,0.309440822037668
D4,Dataset 4,1,46,1.0,0.4032212397144905,0.36500296086163486
D4,Dataset 4,1,47,2.0,0.3410315977692016,0.830234455067704
D4,Dataset 4,1,48,1.0,0.2885043319517763,0.46287400737650364
D4,Dataset 4,1,>48,0.0,1.5987765347933913,-1.2644273544942752
D4,Dataset 4,0,0,9520.0,9520.42155042924,-0.002160211423628766
D4,Dataset 4,0,1,1190.0,1211.1406785219401,-0.3050698791042734
D4,Dataset 4,0,2,1127.0,1088.484376418456,0.5786340666862841
D4,Dataset 4,0,3,1077.0,1048.3047949538989,0.44014281881407413
D4,Dataset 4,0,4,993.0,1046.9004692183419,-0.8439388329897213
D4,Dataset 4,0,5,1031.0,1033.5563380166498,-0.03978230977858743
D4,Dataset 4,0,6,987.0,975.7280839780159,0.17990965422118066
D4,Dataset 4,0,7,856.0,869.0790396126372,-0.22266885643744772
D4,Dataset 4,0,8,703.0,730.2804917460744,-0.5095552392077849
D4,Dataset 4,0,9,628.0,583.0106420131904,0.9143148644133028
D4,Dataset 4,0,10,435.0,446.96392833752657,-0.28486781449600684
D4,Dataset 4,0,11,337.0,333.30337525654386,0.10096162133697106
D4,Dataset 4,0,12,290.0,245.15618413184748,1.3719221992151311
D4,Dataset 4,0,13,172.0,180.35643202347325,-0.3148076842359053
D4,Dataset 4,0,14,112.0,134.32299958301735,-1.0067747184077689
D4,Dataset 4,0,15,83.0,102.10779359276687,-0.9944065280898009
D4,Dataset 4,0,16,82.0,79.47413260993403,0.1405585772931719
D4,Dataset 4,0,17,59.0,63.246201389260165,-0.2716022922279828
D4,Dataset 4,0,18,57.0,51.246126878373566,0.39119441929190746
D4,Dataset 4,0,19,43.0,42.06760757377176,0.07148388571781084
D4,Dataset 4,0,20,37.0,34.83323100038693,0.18079412980784326
D4,Dataset 4,0,21,41.0,28.999283160650627,1.018025987572348
D4,Dataset 4,0,22,27.0,24.221230736332878,0.2746454648396739
D4,Dataset 4,0,23,10.0,20.270132803562635,-1.3399587622735427
D4,Dataset 4,0,24,8.0,16.984372211287372,-1.292782917375829
D4,Dataset 4,0,25,12.0,14.24307292160766,-0.30989797702010113
D4,Dataset 4,0,26,14.0,11.951719442056644,0.2845314934838741
D4,Dataset 4,0,27,10.0,10.034227538038854,-0.005407225996728382
D4,Dataset 4,0,28,11.0,8.428303581247487,0.4134707156897979
D4,Dataset 4,0,29,8.0,7.082475217536895,0.1671351044040228
D4,Dataset 4,0,30,9.0,5.9540067885502985,0.559916643114359
D4,Dataset 4,0,31,5.0,5.007325403494365,-0.0016374105024747898
D4,Dataset 4,0,32,1.0,4.212776542825325,-1.0525049434350517
D4,Dataset 4,0,33,5.0,3.5456151326446994,0.3530875918757921
D4,Dataset 4,0,34,4.0,2.985177174549335,0.2722334722106301
D4,Dataset 4,0,35,1.0,2.5141954661336876,-0.5856214763094272
D4,Dataset 4,0,36,2.0,2.118232630032648,-0.041201371600253944
D4,Dataset 4,0,37,1.0,1.7852105475525222,-0.33611771470650087
D4,Dataset 4,0,38,4.0,1.5050193694521066,0.7732076909875467
D4,Dataset 4,0,39,0.0,1.2691923632523991,-1.1265843791089947
D4,Dataset 4,0,40,1.0,1.070635304390931,-0.03471508367807741
D4,Dataset 4,0,41,1.0,0.9034011015961811,0.04952585432523149
D4,Dataset 4,0,42,2.0,0.7625019683558385,0.540999975467899
D4,Dataset 4,0,43,0.0,0.6437527838306731,-0.8023420616113013
D4,Dataset 4,0,44,1.0,0.5436403822868051,0.2626802713294557
D4,Dataset 4,0,45,0.0,0.4592144131046695,-0.6776536084938009
D4,Dataset 4,0,46,1.0,0.38799615839764945,0.3771066235721804
D4,Dataset 4,0,47,1.0,0.32790231049492224,0.4273724504576101
D4,Dataset 4,0,48,0.0,0.2771812200804508,-0.526480028187633
D4,Dataset 4,0,49,0.0,0.23435954650461746,-0.48410695771143125
D4,Dataset 4,0,50,0.0,0.1981975901590284,-0.4451938792919647
D4,Dataset 4,0,51,1.0,0.16765187550524407,0.590546857985869
D4,Dataset 4,0,>51,0.0,0.9275190291382144,-0.9630778935985471
