SourceFolder,Scenario,Dataset,Rep,RestrictedModel,ObservedLRT,BootstrapPValue,BootstrapRepsRequested,BootstrapRepsSucceeded,BootstrapMeanLRT,BootstrapQ95,ElapsedSec
D2_ZIP,D2,Dataset 2,14,ZIP,20237.634299541503,0.01,99,99,6.0858197938074285,12.643340855128915,4222.576333761215
D2_ZIP,D2,Dataset 2,13,ZIP,22053.737936831407,0.01,99,99,5.309124494699577,11.708918852550411,4269.58300447464
D2_ZIP,D2,Dataset 2,8,ZIP,21541.746203915653,0.01,99,99,6.091939785713652,11.883572867963444,4276.292141675949
D2_ZIP,D2,Dataset 2,0,ZIP,22850.582291948587,0.01,99,99,6.33490070845617,13.569488950655794,4311.959670782089
D2_ZIP,D2,Dataset 2,5,ZIP,21690.50899704969,0.01,99,99,6.191607846221979,12.653854090092496,4342.050927877426
D2_ZIP,D2,Dataset 2,10,ZIP,20086.46767202976,0.01,99,99,6.219853402141569,12.919957868834166,4368.246628284454
D2_ZIP,D2,Dataset 2,11,ZIP,21824.24174996484,0.01,99,99,6.5439498071773965,14.114015611566716,4383.647933959961
D2_ZIP,D2,Dataset 2,6,ZIP,22624.83340101935,0.01,99,99,6.055054497774292,12.341865281384525,4419.625057697296
D2_ZIP,D2,Dataset 2,16,ZIP,22719.37748095023,0.01,99,99,6.405050351163141,13.550709198200272,4237.37529873848
D2_ZIP,D2,Dataset 2,15,ZIP,23108.702640680465,0.01,99,99,5.554857522041711,11.627061239467002,4303.133165121079
D2_ZIP,D2,Dataset 2,18,ZIP,21716.316920396675,0.01,99,99,5.268809584826361,11.19197975465504,4180.752818822861
D2_ZIP,D2,Dataset 2,17,ZIP,21771.06408425825,0.01,99,99,5.766364092089299,13.969853669347502,4245.399557590485
D2_ZIP,D2,Dataset 2,19,ZIP,21631.23532246794,0.01,99,99,5.303240036151472,11.6299165588156,4242.083790779114
D2_Z_plus_P_plus_NB,D2,Dataset 2,3,Z+P+NB,29.397617548689595,0.01,99,99,2.44682815575167,6.542103221406432,2692.331371307373
D2_Z_plus_P_plus_NB,D2,Dataset 2,14,Z+P+NB,37.42244574337383,0.01,99,99,2.1144759603341683,5.262223729556714,2775.4629938602448
D2_Z_plus_P_plus_NB,D2,Dataset 2,8,Z+P+NB,45.432119076300296,0.01,99,99,2.041852713314064,5.375543109660065,2881.7625777721405
D2_Z_plus_P_plus_NB,D2,Dataset 2,7,Z+P+NB,27.02159453312925,0.01,99,99,2.015912726703979,5.507147891516064,2921.7282276153564
D2_Z_plus_P_plus_NB,D2,Dataset 2,10,Z+P+NB,34.40592571198795,0.01,99,99,2.0430404075620268,5.611004095239331,2949.7369458675385
D2_Z_plus_P_plus_NB,D2,Dataset 2,2,Z+P+NB,43.66513523658796,0.01,99,99,2.5055846391382275,7.844700455199925,2988.283758163452
D2_Z_plus_P_plus_NB,D2,Dataset 2,5,Z+P+NB,21.052112670506176,0.01,99,99,1.939832371087128,5.24345539754431,2991.2243871688843
D2_Z_plus_P_plus_NB,D2,Dataset 2,1,Z+P+NB,39.28696422665962,0.01,99,99,2.0498857451929866,6.121804040022104,3066.652220010757
D2_Z_plus_P_plus_NB,D2,Dataset 2,12,Z+P+NB,38.37340161776228,0.01,99,99,2.0076517274518286,6.197959563301264,3084.472508430481
D2_Z_plus_P_plus_NB,D2,Dataset 2,6,Z+P+NB,41.93414067487174,0.01,99,99,2.36028100591655,7.497866292177781,3209.0094785690308
D2_Z_plus_P_plus_NB,D2,Dataset 2,9,Z+P+NB,33.22674087782798,0.01,99,99,1.8632851816049272,4.804520256453541,3231.8657274246216
D2_Z_plus_P_plus_NB,D2,Dataset 2,4,Z+P+NB,31.731091450856184,0.01,99,99,1.9474664753630129,5.081573315296553,3327.334470510483
D2_Z_plus_P_plus_NB,D2,Dataset 2,0,Z+P+NB,16.9606560820539,0.01,99,99,2.4103898280100293,6.544811343472243,3404.1958322525024
D2_Z_plus_P_plus_NB,D2,Dataset 2,13,Z+P+NB,70.16039963807998,0.01,99,99,2.116080752310797,5.612082582274886,3439.4037585258484
D2_Z_plus_P_plus_NB,D2,Dataset 2,11,Z+P+NB,47.58548481535399,0.01,99,99,2.629471465072129,8.200684863424973,3886.049911499024
D2_Z_plus_P_plus_NB,D2,Dataset 2,15,Z+P+NB,58.6419776829207,0.01,99,99,2.4830637942852465,6.8683010813983785,2942.715094089508
D2_Z_plus_P_plus_NB,D2,Dataset 2,16,Z+P+NB,49.90116829253384,0.01,99,99,2.2439531672163424,6.202616870524068,2879.933266639709
D2_Z_plus_P_plus_NB,D2,Dataset 2,19,Z+P+NB,46.05959596939647,0.01,99,99,2.2536859863502827,6.466279227982884,3158.4174048900604
D2_Z_plus_P_plus_NB,D2,Dataset 2,17,Z+P+NB,54.31210121154436,0.01,99,99,1.9676512302988092,5.147906542519194,3593.623888492584
D2_Z_plus_P_plus_NB,D2,Dataset 2,18,Z+P+NB,37.26140608375135,0.01,99,99,2.4667424514713034,6.280468819232191,4443.544321060181
D3_NB,D3,Dataset 3,14,NB,8486.393802576218,0.01,99,99,6.792156279221856,13.36000234580424,5316.4186227321625
D3_NB,D3,Dataset 3,4,NB,7974.44803424822,0.01,99,99,7.969523524282109,15.815076625301298,5365.714429616928
D3_NB,D3,Dataset 3,7,NB,8089.796828732738,0.01,99,99,7.616886142717446,13.266863120760537,5430.093703508377
D3_NB,D3,Dataset 3,2,NB,8470.33977524632,0.01,99,99,7.236724800586341,13.470000813899238,5465.343151807785
D3_NB,D3,Dataset 3,1,NB,7754.601580166221,0.01,99,99,7.4369783226735455,14.659734438543088,5526.664305686951
D3_NB,D3,Dataset 3,3,NB,8155.186657670391,0.01,99,99,7.025836548242131,13.408509704658352,5596.407415628433
D3_NB,D3,Dataset 3,8,NB,7929.28926171489,0.01,99,99,7.613331525331446,14.58175381127293,5596.603051662445
D3_NB,D3,Dataset 3,0,NB,8106.178015475831,0.01,99,99,7.768023744531827,14.944016718733474,5692.0010638237
D3_NB,D3,Dataset 3,12,NB,8207.729264244765,0.01,99,99,6.460234578716218,13.22042002213929,5693.01643371582
D3_NB,D3,Dataset 3,6,NB,8417.15032002148,0.01,99,99,7.383396268934626,14.176877063749998,5742.045205831528
D3_NB,D3,Dataset 3,10,NB,8038.552917915753,0.01,99,99,7.667984804616476,14.1207341067442,5773.70893239975
D3_NB,D3,Dataset 3,11,NB,8436.217743598434,0.01,99,99,6.9335954221034735,13.570014157434343,5926.242823600769
D3_NB,D3,Dataset 3,9,NB,8041.324912637407,0.01,99,99,7.95778674133408,15.437267070059162,5986.319380521774
D3_NB,D3,Dataset 3,13,NB,8335.467795863617,0.01,99,99,6.985554929518195,13.940971680241637,6124.397332191467
D3_NB,D3,Dataset 3,5,NB,8373.71467858358,0.01,99,99,6.687022693679084,12.625329787190276,6321.390034675598
D3_NB,D3,Dataset 3,15,NB,8108.855596366644,0.01,99,99,6.725043442982441,15.098740635764976,5544.948278188705
D3_NB,D3,Dataset 3,18,NB,8289.010191485017,0.01,99,99,7.365413673696619,13.7825266797794,5452.994333267212
D3_NB,D3,Dataset 3,16,NB,8069.580308044067,0.01,99,99,7.081076182654105,13.629063004389169,5610.204976558685
D3_NB,D3,Dataset 3,19,NB,7866.4002497045585,0.01,99,99,7.26227474777834,16.401590524199854,5474.374575376511
D3_NB,D3,Dataset 3,17,NB,7919.801736802088,0.01,99,99,7.329325152018679,13.552517216874548,5956.50518488884
D3_P_plus_NB,D3,Dataset 3,7,P+NB,6598.544732374779,0.01,99,99,3.2903452355510465,7.840693115814791,3947.409662246704
D3_P_plus_NB,D3,Dataset 3,4,P+NB,6538.819991275035,0.01,99,99,3.735585541194296,9.82997954003076,4040.203242778778
D3_P_plus_NB,D3,Dataset 3,6,P+NB,6705.600453914725,0.01,99,99,3.514534045998645,9.409288047016885,4060.532371044159
D3_P_plus_NB,D3,Dataset 3,2,P+NB,6989.727326747801,0.01,99,99,3.6339145441356,10.1865771183453,4056.758905172348
D3_P_plus_NB,D3,Dataset 3,12,P+NB,6746.386149291233,0.01,99,99,3.8821919433414056,10.01611968542129,4157.845569372177
D3_P_plus_NB,D3,Dataset 3,5,P+NB,6927.683342299701,0.01,99,99,3.642045128475913,9.0469837836943,4182.934341430664
D3_P_plus_NB,D3,Dataset 3,1,P+NB,6478.4717077122405,0.01,99,99,3.1253095003318383,8.623321757862866,4182.465647935867
D3_P_plus_NB,D3,Dataset 3,13,P+NB,6882.634720755152,0.01,99,99,3.2863867402376137,7.1493364250840346,4213.6247663497925
D3_P_plus_NB,D3,Dataset 3,9,P+NB,6626.083876091689,0.01,99,99,3.725521836198547,10.674472819199575,4192.571309089661
D3_P_plus_NB,D3,Dataset 3,11,P+NB,6929.371347902328,0.01,99,99,3.498960721944288,7.890751184653342,4228.613608121872
D3_P_plus_NB,D3,Dataset 3,3,P+NB,6657.319606038611,0.01,99,99,3.87523412333416,9.505714814429664,4260.461163759232
D3_P_plus_NB,D3,Dataset 3,0,P+NB,6647.020834583993,0.01,99,99,3.336840015613665,9.177777576738295,4267.14706993103
D3_P_plus_NB,D3,Dataset 3,10,P+NB,6677.218362432017,0.01,99,99,3.226699168109917,9.88951114462834,4265.211010217667
D3_P_plus_NB,D3,Dataset 3,8,P+NB,6587.660513565701,0.01,99,99,3.064709821592333,7.905800155133329,4288.614402770996
D3_P_plus_NB,D3,Dataset 3,14,P+NB,6858.814189906589,0.01,99,99,3.576548317880702,9.313136697240406,4302.991303443909
D3_P_plus_NB,D3,Dataset 3,18,P+NB,6797.21406369708,0.01,99,99,3.196950003194018,8.068834165106079,4139.104517221451
D3_P_plus_NB,D3,Dataset 3,15,P+NB,6646.515331773182,0.01,99,99,3.3595585132740475,9.196591791439998,4257.969378471375
D3_P_plus_NB,D3,Dataset 3,16,P+NB,6710.157847721217,0.01,99,99,3.5717626804560294,8.050947543681094,4191.803061962128
D3_P_plus_NB,D3,Dataset 3,19,P+NB,6423.371542985202,0.01,99,99,3.28206202795844,7.583951643633189,4146.997771978378
D3_P_plus_NB,D3,Dataset 3,17,P+NB,6549.370695367375,0.01,99,99,3.6007159845901318,8.580039120613216,4298.666966676712
D3_Poisson,D3,Dataset 3,6,Poisson,91847.00425226286,0.01,99,99,2.922384491179437,7.781907162263813,3554.120971918106
D3_Poisson,D3,Dataset 3,1,Poisson,86501.26528275327,0.01,99,99,3.3522057824911,9.707563982407734,3982.410870552063
D3_Poisson,D3,Dataset 3,11,Poisson,90104.8075559201,0.01,99,99,3.0659291403111766,9.483841246691,4291.800653934479
D3_Poisson,D3,Dataset 3,14,Poisson,88806.32233027737,0.01,99,99,2.959480630566079,8.3495178612633,4398.637038707733
D3_Poisson,D3,Dataset 3,9,Poisson,88531.8783600766,0.01,99,99,3.579210649105142,9.64092637191061,4458.963654994965
D3_Poisson,D3,Dataset 3,3,Poisson,93723.31553720673,0.01,99,99,3.210355606115884,8.238682713430897,4491.938695192337
D3_Poisson,D3,Dataset 3,10,Poisson,85978.9787295149,0.01,99,99,4.290056056626414,14.335804211469076,4532.175730466843
D3_Poisson,D3,Dataset 3,5,Poisson,85503.4723440842,0.01,99,99,3.440605698459996,8.750328821914442,4746.473954439163
D3_Poisson,D3,Dataset 3,0,Poisson,87743.22810343384,0.01,99,99,2.9559560674649834,9.566700246182153,4745.012416362762
D3_Poisson,D3,Dataset 3,8,Poisson,84811.60868972332,0.01,99,99,3.093889789765752,8.351910215748646,4829.633687019348
D3_Poisson,D3,Dataset 3,13,Poisson,90868.68776879266,0.01,99,99,3.593735923718972,11.447879962644947,4906.601159095764
D3_Poisson,D3,Dataset 3,4,Poisson,89671.52727645618,0.01,99,99,3.55888034200685,9.633224090999285,4940.696366786957
D3_Poisson,D3,Dataset 3,12,Poisson,83466.64423294624,0.01,99,99,2.7234569383690173,8.572316053743998,4940.805924654007
D3_Poisson,D3,Dataset 3,7,Poisson,90202.83311770188,0.01,99,99,2.744000871432945,7.803116779086121,5089.203825950623
D3_Poisson,D3,Dataset 3,2,Poisson,86341.72971235783,0.01,99,99,3.74391579010137,11.344727167340166,5111.999052762985
D3_Poisson,D3,Dataset 3,15,Poisson,88110.30366996625,0.01,99,99,3.4533301023970715,10.086709755158514,3864.709367752075
D3_Poisson,D3,Dataset 3,17,Poisson,87733.44810680134,0.01,99,99,3.3532293135496656,8.966633102836198,4481.854447603226
D3_Poisson,D3,Dataset 3,16,Poisson,85970.07153711256,0.01,99,99,3.157431178733752,11.6075435875653,5193.757776260376
D3_Poisson,D3,Dataset 3,19,Poisson,89786.24580148119,0.01,99,99,3.0916471696574,11.031846618599957,4729.146924257278
D3_Poisson,D3,Dataset 3,18,Poisson,91649.9685687953,0.01,99,99,3.1083268904541104,10.743986828363267,4988.492230653763
D3_ZINB,D3,Dataset 3,6,ZINB,1208.7290175423695,0.01,99,99,7.238771061185598,13.349338577406888,4905.122239112854
D3_ZINB,D3,Dataset 3,7,ZINB,1146.9250295641175,0.01,99,99,8.247944520239972,16.065641876489824,4977.860787153244
D3_ZINB,D3,Dataset 3,14,ZINB,1269.3020402341208,0.01,99,99,7.659960912401871,14.520758472977466,5044.361411809921
D3_ZINB,D3,Dataset 3,10,ZINB,1014.8112305967808,0.01,99,99,7.58758976741728,13.356830089198777,6815.607075929642
D3_ZINB,D3,Dataset 3,1,ZINB,1007.5890858839192,0.01,99,99,7.67120387545392,15.475157268587637,6870.124163866043
D3_ZINB,D3,Dataset 3,13,ZINB,1168.5740457046995,0.01,99,99,7.160308384215632,13.113164901219715,6922.729656219482
D3_ZINB,D3,Dataset 3,0,ZINB,1163.2810905038714,0.01,99,99,7.174455239805875,14.232941627076793,6926.969980955124
D3_ZINB,D3,Dataset 3,3,ZINB,1221.0664296457908,0.01,99,99,7.300856226599379,14.463830343931468,6941.575062990189
D3_ZINB,D3,Dataset 3,4,ZINB,1130.0360883513204,0.01,99,99,7.697777180139971,13.796800331531992,6982.914709568024
D3_ZINB,D3,Dataset 3,9,ZINB,1092.8775583186653,0.01,99,99,7.019245310962575,12.060883164544792,6976.3470821380615
D3_ZINB,D3,Dataset 3,12,ZINB,1134.682410787238,0.01,99,99,7.771939034972295,13.752784397813226,6993.278555631638
D3_ZINB,D3,Dataset 3,2,ZINB,1100.7116856531793,0.01,99,99,7.88577652990176,14.217093446320352,7032.316227674484
D3_ZINB,D3,Dataset 3,5,ZINB,1149.4080120355648,0.01,99,99,7.131449264502288,13.230891694415186,7052.523322105408
D3_ZINB,D3,Dataset 3,8,ZINB,1105.7617635119968,0.01,99,99,7.881939678927536,13.164040753011792,7071.775240182877
D3_ZINB,D3,Dataset 3,11,ZINB,1282.9859070290186,0.01,99,99,7.17073048407077,11.89784555564911,7087.385174751282
D3_ZINB,D3,Dataset 3,16,ZINB,1124.3388109267762,0.01,99,99,7.307919482665249,13.071253827212782,5079.704110383987
D3_ZINB,D3,Dataset 3,15,ZINB,1167.756903969479,0.01,99,99,7.347829560764887,13.07973388722894,5172.276846885681
D3_ZINB,D3,Dataset 3,17,ZINB,1157.1278121183568,0.01,99,99,7.331115977386791,13.14019683704755,5100.594488620758
D3_ZINB,D3,Dataset 3,18,ZINB,1145.0087097728174,0.01,99,99,7.292796629656302,14.612438922735588,4847.5219485759735
D3_ZINB,D3,Dataset 3,19,ZINB,1102.1726750229864,0.01,99,99,7.698836696003605,14.769552831602777,4959.742895841599
D3_ZIP,D3,Dataset 3,6,ZIP,28454.427942445924,0.01,99,99,6.654904650531608,12.26306899254923,4614.611134529114
D3_ZIP,D3,Dataset 3,0,ZIP,26354.4009532418,0.01,99,99,6.040049962122555,12.070631487978968,4753.240349769592
D3_ZIP,D3,Dataset 3,7,ZIP,27992.97974879545,0.01,99,99,6.22666373930156,11.94862324000278,4784.670174121857
D3_ZIP,D3,Dataset 3,13,ZIP,28362.256996871576,0.01,99,99,6.321454449894842,13.762100552232726,6533.452366352081
D3_ZIP,D3,Dataset 3,11,ZIP,29040.95457132178,0.01,99,99,6.291042903703159,12.822302697334816,6558.901777505875
D3_ZIP,D3,Dataset 3,5,ZIP,26224.992499890715,0.01,99,99,6.54109866214026,14.936237785431146,6600.634772539139
D3_ZIP,D3,Dataset 3,14,ZIP,27158.15805298685,0.01,99,99,6.437823820961425,12.477243575953617,6628.358849287033
D3_ZIP,D3,Dataset 3,2,ZIP,25982.46672637913,0.01,99,99,6.430331559008195,15.26233814834122,6644.497266292572
D3_ZIP,D3,Dataset 3,4,ZIP,27761.72309333492,0.01,99,99,6.2832428624351815,12.047826286658529,6669.020192861557
D3_ZIP,D3,Dataset 3,3,ZIP,29738.58241968939,0.01,99,99,6.350807178285542,12.201526906188514,6692.499364376068
D3_ZIP,D3,Dataset 3,1,ZIP,25796.863306184307,0.01,99,99,6.425465542663593,11.753789214014978,6722.222945451736
D3_ZIP,D3,Dataset 3,12,ZIP,24612.62224508908,0.01,99,99,6.566556882865728,14.84227055051014,6723.548882961273
D3_ZIP,D3,Dataset 3,9,ZIP,27161.347943651228,0.01,99,99,6.441579986785067,13.182791451022055,6752.824860095978
D3_ZIP,D3,Dataset 3,8,ZIP,25703.85006337901,0.01,99,99,6.180985077639623,12.520141269298616,6756.663349151611
D3_ZIP,D3,Dataset 3,10,ZIP,25584.319628540565,0.01,99,99,5.727438585216757,10.695848991435923,6810.7301297187805
D3_ZIP,D3,Dataset 3,15,ZIP,27317.47707426037,0.01,99,99,6.40370367439865,13.617064113182272,4790.329773426056
D3_ZIP,D3,Dataset 3,16,ZIP,26384.920301008235,0.01,99,99,6.1086676930189965,11.733940495017302,4669.846345901489
D3_ZIP,D3,Dataset 3,17,ZIP,27169.708718095964,0.01,99,99,6.492663136990685,14.212944405306914,4902.010367155075
D3_ZIP,D3,Dataset 3,19,ZIP,27185.51848931257,0.01,99,99,6.0963239191674585,12.287153063108414,4734.312924146652
D3_ZIP,D3,Dataset 3,18,ZIP,28038.66455432518,0.01,99,99,6.491840380110712,12.364560717920536,4764.074307441711
D3_Z_plus_P_plus_NB,D3,Dataset 3,12,Z+P+NB,53.18907084339298,0.01,99,99,1.9584842286411628,6.002814692891842,2723.786731481552
D3_Z_plus_P_plus_NB,D3,Dataset 3,11,Z+P+NB,68.36803379999765,0.01,99,99,2.4267703885674967,6.768652213412133,2790.3348736763
D3_Z_plus_P_plus_NB,D3,Dataset 3,1,Z+P+NB,31.371211763995237,0.01,99,99,2.026595824407728,5.172591608517538,2807.911916255951
D3_Z_plus_P_plus_NB,D3,Dataset 3,7,Z+P+NB,50.40702738106484,0.01,99,99,2.470194423405278,8.578466395199927,3277.505827188492
D3_Z_plus_P_plus_NB,D3,Dataset 3,14,Z+P+NB,43.46352951822337,0.01,99,99,2.007238213830487,6.244306953829799,3324.2394337654114
D3_Z_plus_P_plus_NB,D3,Dataset 3,6,Z+P+NB,16.91426252965175,0.01,99,99,1.991874968990386,6.012215107178776,3345.1450564861298
D3_Z_plus_P_plus_NB,D3,Dataset 3,3,Z+P+NB,45.11625184551667,0.01,99,99,2.118338363814565,5.65491571262537,3359.1892302036285
D3_Z_plus_P_plus_NB,D3,Dataset 3,9,Z+P+NB,42.2562027326785,0.01,99,99,1.7843964009150637,5.379601875731893,3418.62211227417
D3_Z_plus_P_plus_NB,D3,Dataset 3,0,Z+P+NB,56.88281750556053,0.01,99,99,1.9762054494103811,6.270752366711525,3461.0650441646576
D3_Z_plus_P_plus_NB,D3,Dataset 3,13,Z+P+NB,33.58906369410397,0.01,99,99,2.402752112718125,7.2612093102798,3471.666936159134
D3_Z_plus_P_plus_NB,D3,Dataset 3,2,Z+P+NB,50.39040961673891,0.01,99,99,2.1269773349197223,5.61467315961272,3495.990185022354
D3_Z_plus_P_plus_NB,D3,Dataset 3,4,Z+P+NB,31.625340095954016,0.01,99,99,2.2621265011082574,7.581653024310799,3506.134695291519
D3_Z_plus_P_plus_NB,D3,Dataset 3,10,Z+P+NB,20.35575580712612,0.01,99,99,1.874466243684186,5.825760126416568,3513.7191429138184
D3_Z_plus_P_plus_NB,D3,Dataset 3,8,Z+P+NB,49.93807420274243,0.01,99,99,1.8500221680832596,4.9922013966577605,3564.7912867069244
D3_Z_plus_P_plus_NB,D3,Dataset 3,5,Z+P+NB,47.68410084240895,0.01,99,99,2.098167569778764,5.211593081583123,3634.802704095841
D3_Z_plus_P_plus_NB,D3,Dataset 3,15,Z+P+NB,37.71798132259573,0.01,99,99,2.1111852944778007,5.959906571421012,2668.215837955475
D3_Z_plus_P_plus_NB,D3,Dataset 3,16,Z+P+NB,56.447487517369154,0.01,99,99,2.31333993122076,7.326766107820729,2735.911278486252
D3_Z_plus_P_plus_NB,D3,Dataset 3,17,Z+P+NB,54.96519278426422,0.01,99,99,2.0483037517332554,5.749804641298394,2771.6044063568115
D3_Z_plus_P_plus_NB,D3,Dataset 3,18,Z+P+NB,42.672198679385474,0.01,99,99,1.796394597453161,5.030332260521391,2620.6675345897675
D3_Z_plus_P_plus_NB,D3,Dataset 3,19,Z+P+NB,50.11128201699466,0.01,99,99,1.7780359768009724,4.864077892856582,2634.6128344535828
D4_NB,D4,Dataset 4,14,NB,6256.684419487574,0.01,99,99,8.030847778101393,15.8543803133216,8799.28798532486
D4_NB,D4,Dataset 4,4,NB,6339.06416470815,0.01,99,99,7.562535455135565,13.891905747070266,8915.901014328003
D4_NB,D4,Dataset 4,3,NB,6546.062663561475,0.01,99,99,7.829606747524307,16.397178412202628,9068.153785705566
D4_NB,D4,Dataset 4,0,NB,6404.071707771422,0.01,99,99,7.111794835793924,12.960894687173996,9256.396954774857
D4_NB,D4,Dataset 4,7,NB,6357.202076346104,0.01,99,99,8.287414586730508,16.48254731892084,9275.477907419205
D4_NB,D4,Dataset 4,2,NB,6411.7184991719405,0.01,99,99,7.018523674059484,14.158156750447228,9292.423490285872
D4_NB,D4,Dataset 4,6,NB,6291.774748030191,0.01,99,99,8.38084240907799,17.197550671749923,9322.029074192047
D4_NB,D4,Dataset 4,13,NB,6476.82244576962,0.01,99,99,8.064671438972429,14.022426870877087,9406.55467247963
D4_NB,D4,Dataset 4,12,NB,6461.9596609891305,0.01,99,99,7.389910656109663,13.533618337896767,9504.913367033005
D4_NB,D4,Dataset 4,10,NB,6421.520061004718,0.01,99,99,8.487378004489019,15.364778036135249,9529.992619276049
D4_NB,D4,Dataset 4,8,NB,6229.329803929897,0.01,99,99,7.341838795873701,13.227592528593958,9694.345945119858
D4_NB,D4,Dataset 4,9,NB,6354.562448155411,0.01,99,99,7.240805095203505,14.476035342282554,9720.225171089172
D4_NB,D4,Dataset 4,1,NB,6613.165518282243,0.01,99,99,7.196389542556853,14.69114532531238,9765.9286236763
D4_NB,D4,Dataset 4,5,NB,6241.12884647763,0.01,99,99,7.427023461662971,14.00636596941622,9845.342113733292
D4_NB,D4,Dataset 4,11,NB,6379.115898011412,0.01,99,99,8.14573712995825,17.158632399937773,9869.543699741364
D4_NB,D4,Dataset 4,15,NB,6256.939528437826,0.01,99,99,7.233344304857916,14.111736631148956,7025.494889974594
D4_NB,D4,Dataset 4,19,NB,6485.744475889442,0.01,99,99,7.3019428795251775,14.501695778993598,6929.1047167778015
D4_NB,D4,Dataset 4,17,NB,6504.549386175393,0.01,99,99,8.078518331238431,16.306517176465423,7341.091769933701
D4_NB,D4,Dataset 4,16,NB,6498.766201194972,0.01,99,99,7.269940226646746,12.539220559096425,7538.660488605499
D4_NB,D4,Dataset 4,18,NB,6226.501514347474,0.01,99,99,7.248993640057796,15.367977638336011,7442.566032886505
D4_P_plus_NB,D4,Dataset 4,2,P+NB,2805.261376933442,0.01,99,99,3.705136072557188,10.92306543671002,5354.011974573135
D4_P_plus_NB,D4,Dataset 4,0,P+NB,2670.3777542131866,0.01,99,99,3.254654831413504,8.368938749920916,5468.395161867142
D4_P_plus_NB,D4,Dataset 4,1,P+NB,2677.9322421021498,0.01,99,99,3.221437881712748,8.04032084947539,5536.787878513336
D4_P_plus_NB,D4,Dataset 4,8,P+NB,2528.4824871409364,0.01,99,99,3.3624980021787,8.523978569773314,7081.732345581055
D4_P_plus_NB,D4,Dataset 4,5,P+NB,2614.690289114893,0.01,99,99,2.9779439865127317,7.997288906825997,7151.956760168076
D4_P_plus_NB,D4,Dataset 4,12,P+NB,2775.335082313148,0.01,99,99,3.335258249223416,7.652989687350051,7171.217864513397
D4_P_plus_NB,D4,Dataset 4,4,P+NB,2712.91696137721,0.01,99,99,2.9452849057637684,7.311595657673024,7184.751697063446
D4_P_plus_NB,D4,Dataset 4,11,P+NB,2655.729399045362,0.01,99,99,3.3734974807402884,9.57636911163572,7211.826446056366
D4_P_plus_NB,D4,Dataset 4,7,P+NB,2663.334460883867,0.01,99,99,3.445995120218317,8.641821163977143,7299.149440765381
D4_P_plus_NB,D4,Dataset 4,9,P+NB,2674.1583442085685,0.01,99,99,3.1372414391343493,8.08897771212796,7317.017967224121
D4_P_plus_NB,D4,Dataset 4,6,P+NB,2645.602217267413,0.01,99,99,2.949657125099835,7.831382618787757,7313.857443809509
D4_P_plus_NB,D4,Dataset 4,14,P+NB,2737.4021874995087,0.01,99,99,2.769742455571888,6.816930880020654,7361.5049414634705
D4_P_plus_NB,D4,Dataset 4,13,P+NB,2584.2628553028626,0.01,99,99,3.6213389697116902,8.96149001366575,7369.578155040741
D4_P_plus_NB,D4,Dataset 4,3,P+NB,2667.999266384082,0.01,99,99,3.651830498645502,9.875384544445842,7451.330466747284
D4_P_plus_NB,D4,Dataset 4,10,P+NB,2761.995434938697,0.01,99,99,2.989490135406459,7.6524909333209505,7457.401130437851
D4_P_plus_NB,D4,Dataset 4,15,P+NB,2665.9759477654006,0.01,99,99,3.0560236920464745,8.355896838393525,5493.964183330536
D4_P_plus_NB,D4,Dataset 4,16,P+NB,2847.1333549647534,0.01,99,99,3.150817677252979,8.036688333448541,5422.525556564331
D4_P_plus_NB,D4,Dataset 4,17,P+NB,2698.168277109711,0.01,99,99,3.5076753238687584,10.142491770740888,5443.835434436798
D4_P_plus_NB,D4,Dataset 4,18,P+NB,2706.656148936978,0.01,99,99,3.0558786117173367,8.687982219034161,5287.49324464798
D4_P_plus_NB,D4,Dataset 4,19,P+NB,2765.255779633328,0.01,99,99,3.131969664078717,8.325055152049753,5381.128625869751
D4_Poisson,D4,Dataset 4,10,Poisson,60806.55771055678,0.01,99,99,3.3325625995223733,11.162426888674952,5548.022457361221
D4_Poisson,D4,Dataset 4,3,Poisson,61492.30431072795,0.01,99,99,3.5681455020708706,10.66432919616927,5788.067726612091
D4_Poisson,D4,Dataset 4,8,Poisson,60886.26780572932,0.01,99,99,3.101287403766294,10.31246750653808,5829.2006731033325
D4_Poisson,D4,Dataset 4,6,Poisson,60161.83532738614,0.01,99,99,3.683270846196036,10.28403893579234,5855.762511253357
D4_Poisson,D4,Dataset 4,0,Poisson,59968.89759868977,0.01,99,99,2.893554335014984,8.95865694818931,5889.932765722275
D4_Poisson,D4,Dataset 4,12,Poisson,60748.78264780004,0.01,99,99,3.405883575378208,10.757389714903548,5961.177445411682
D4_Poisson,D4,Dataset 4,11,Poisson,59845.434051789984,0.01,99,99,3.4384028549289045,10.351090517878765,5978.971279621124
D4_Poisson,D4,Dataset 4,13,Poisson,61490.6359017396,0.01,99,99,3.138370772427703,8.5979030143455,6128.705434799194
D4_Poisson,D4,Dataset 4,1,Poisson,61560.043029189546,0.01,99,99,3.100919810263528,7.729298528563229,6217.500709295273
D4_Poisson,D4,Dataset 4,5,Poisson,60772.912260124285,0.01,99,99,3.027293308829269,8.463777998491416,6217.07426571846
D4_Poisson,D4,Dataset 4,14,Poisson,62338.47425155863,0.01,99,99,3.9259913723990487,10.13645074601518,6237.274373292923
D4_Poisson,D4,Dataset 4,4,Poisson,63093.026399764494,0.01,99,99,3.2637725728966718,7.77446535205672,6252.84416103363
